,FuD-Key,letzte Änderung,Dokumenttyp,URL,Nr.,Verfasser,GND (Verfasser),VIAF (Verfasser),Empfänger,GND (Empfänger),VIAF (Empfänger),Datierung (JJJJ-MM-TT),Alternative Datierung,Ausstellungsort,Geonames (Ausstellungsort),Empfangsort,Geonames (Empfangsort),Vorlage,Vollständigkeit des Archivals,Erläuterung Unvollständigkeit,Umfang in Seiten,Anfang des Briefes,Inhaltliche Stichpunkte,Weitere Personen,GND (Weitere Personen),VIAF (Weitere Personen),Orte,Geonames (Orte),Schlagwörter,Editionen,Vermerk,Bestand,Verweise,Digitalisate: Dateiname (Signatur),Zitierempfehlung,year,decade
1518,CdS-b1-05wc,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7765,C01/S05/028,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Villenave, Mathieu-Guillaume-Thérèse",http://d-nb.info/gnd/117702587,http://viaf.org/viaf/2587165,,,,,,,Abschrift,vollständig,,1,"Voulez-vous bien, mon cher rapporteur, me dire si vous avez donné mes „Pensées“  à la nouvelle société","Übergabe der „Pensées“ an Gelehrtengesellschaft? Baldige Sitzung derselben? Ihm entgegengebrachtes Vertrauen hinsichtlich einer Arbeit, die er übernommen hat [Rezension ihres Werks?]. Mündliche Antwort an Drais ist ausreichend.","Drais, Pierre (Vertrauensmann der CdS)",http://d-nb.info/gnd/1188442287,http://viaf.org/viaf/24156073846353862446,,,"Constance de Salm - Vermarktung; CdS: Pensées (1829, 1835, 1846)",,,Toulon,0,CdS-b1-05wc-0.jpg (C01/S05/028),"C01/S05/028. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7765.",,
1519,CdS-b1-05wv,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7784,C01/S05/037,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Montémont, Albert",http://d-nb.info/gnd/100526888,http://viaf.org/viaf/29538219,1837-06-18,,,,,,Abschrift,vollständig,,1,Monsieur Drais était à peine partie [sic] hier pour vous porter ma notice,"Ankündigung von Korrekturen ihrer „notice“. Bitte um Verschwiegenheit in der Sache. Verschobene Abreise. Aufwendige und zeitraubende Reisevorbereitungen. Bitte, sie zu besuchen.","Drais, Pierre (Vertrauensmann der CdS)",http://d-nb.info/gnd/1188442287,http://viaf.org/viaf/24156073846353862446,,,,,,Toulon,0,CdS-b1-05wv-0.jpg (C01/S05/037),"C01/S05/037. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7784.",1837.0,1830
1520,CdS-b1-05wj,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7772,C01/S05/033,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux",http://d-nb.info/gnd/104201088,http://viaf.org/viaf/100176929,,,,,,,Abschrift,vollständig,,1,"Je crains que votre sortie d'hier ne vous ai [sic] fait mal, mon cher Duval, ","Erkundigung nach seiner Gesundheit. Moralische Verse, die in der gestrigen hitzigen Diskussion um Politisches keinen Platz gefunden haben. Gemeinsamer Wunsch nach Frieden und Einigung aller. Dazu muss man sich notwendigerweise gegenseitig verstehen.",,,,,,Frankreich - Politik,,,Toulon,0,CdS-b1-05wj-0.jpg (C01/S05/033),"C01/S05/033. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7772.",,
1523,CdS-b1-05ym,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7847,C01/S05/090-092,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Montémont, Albert",http://d-nb.info/gnd/100526888,http://viaf.org/viaf/29538219,1837-10-25,1837-10-28 [Fortsetzung],,,,,Abschrift,,,4,"Monsieur Jomard et Mademoiselle sa fille nous ont fait, Monsieur, une surprise bien agréable","Überraschender Besuch von Jomard und seiner Tochter in Dyck; deren erfreuliche Reise. Wiederholte Einladung an ihn, nach Dyck zu kommen, gff. mit der im Ausbau befindlichen Eisenbahn. Gründe für ihr seltenes Schreiben (Krankheit, Fehlen eines französischen Sekretärs). Freude über sein Lied, „Les conquêtes durables“. Lesen seines Briefs im kleinen Kreis. Freude auf das Wiedersehen mit den Freunden. Aufgeschobene Abreise nach Paris aufgrund der Ferien von Alexandre. Ihre patriotischen Gefühle, hervorgerufen durch die „Siège de Constantine“. Anzahl ihrer Zeitungen (fünf französische, vier deutsche, plus Journale). Fortsetzung: Erhalt eines Briefs aus Viels-Maison. Häufigkeit seines Schreibens.","Francq, Alexandre de; Ladoucette, Jean Charles François, baron de; Jomard, Edme François",n/a; http://d-nb.info/gnd/116643919; http://d-nb.info/gnd/117175048,n/a; http://viaf.org/viaf/89245444; http://viaf.org/viaf/2511766,Köln; Düsseldorf; Viels-Maisons; Algerien,https://www.geonames.org/2886242; https://www.geonames.org/2934246; https://www.geonames.org/2969288; https://www.geonames.org/2589581,Frankreich - Politik,,,Toulon,0,CdS-b1-05ym-0.jpg (C01/S05/090 ); CdS-b1-05ym-1.jpg (C01/S05/091); CdS-b1-05ym-2.jpg (C01/S05/092),"C01/S05/090-092. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7847.",1837.0,1830
1524,CdS-b1-05ya,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7835,C01/S05/077-078,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Depping, Georges-Bernard",http://d-nb.info/gnd/116073934,http://viaf.org/viaf/46759873,1837-09-13,,,,,,Abschrift,vollständig,,3,"J'ai reçu hier votre lettre, Monsieur, et comme vous le voyez je m'empresse d'y répondre","Beschwerde, dass die Deppings sie nicht auf Dyck besucht haben. Fordert Besuch auf Rückreise. Empfindungen, von der Stadt aufs Land zu kommen. Geplanter Besuch in Paris verschoben wegen Aufenthalts in Aachen. Dortige Société d'étrangers, die hauptsächlich französisch ist. Ferien Alexandres. Verlängerung des Aufenthalts in Deutschland seinetwegen. Verlängerung des Paris-Aufenthaltes voraussichtlich bis Sommer. Treffen mit Stassart in Brüssel. Brief von Reiffenberg. Sein Besuch würde sie erfreuen. Wechselhafte Gesundheit von Félix, die sie beunruhigt. Gesundheit und Alter.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Reiffenberg, Frédéric, baron de (Löwen/Louvain); Stassart, Goswin Joseph Augustin, baron de; Francq, Alexandre de",http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/100835856; http://d-nb.info/gnd/117218243; n/a,http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/89372286; http://viaf.org/viaf/54263566; n/a,Brüssel; Neuss,https://www.geonames.org/2800866; https://www.geonames.org/2864118,Alter/Jugend; Landleben/Provinzleben; Stadtleben,,,Toulon,0,CdS-b1-05ya-0.jpg (C01/S05/077); CdS-b1-05ya-1.jpg (C01/S05/078),"C01/S05/077-078. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7835.",1837.0,1830
1525,CdS-b1-05y3,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7828,C01/S05/070-071,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Montigny, Caroline de",http://d-nb.info/gnd/117134201,http://viaf.org/viaf/57384509,1837-08-24,,,,,,Abschrift,vollständig,,3,"C'est avec beaucoup de plaisir, Madame, que j'ai reçu votre lettre, et que j'ai appris que vous vous portiez mieux",Anteilnahme an Besserung ihres gesundheitlichen Zustands. Langsame Erholung der CdS von der Reise. Wechselhafte Gesundheit von Félix. Aufenthalt Alexandres auf Dyck. Zeitpunkt des Aufenthalts in Aachen noch ungewiss. Wiedersehen mit M. in Paris. Fortgang ihrer Projekte. P.S. Bedarf an französischsprachigem Zimmermädchen und einer Wäscherin.,"Francq, Félix, baron de; Francq, Alexandre de",n/a; n/a,n/a; n/a,,,Wohnen/Haushalt,,,Toulon,0,CdS-b1-05y3-0.jpg (C01/S05/070); CdS-b1-05y3-1.jpg (C01/S05/071),"C01/S05/070-071. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7828.",1837.0,1830
1526,CdS-b1-05y5,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7830,C01/S05/073,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Waldor, Mélanie, geb. Villenave",http://d-nb.info/gnd/136882862,http://viaf.org/viaf/79037925,1837-08-30,,,,,,Abschrift,vollständig,,2,"Quoique j'aie prié Monsieur votre père de vous lire, très aimable dame, la lettre que j’ai eu enfin la force et le temps de lui écire","Nachrichten aus Paris und von ihr würden ihr Freude bereiten. Anteilnahme am Erfolg des Stücks von Mme Amelot. Rat der CdS, Theaterstücke zu schreiben.","Amelot, Madame (Autorin)",http://d-nb.info/gnd/1197552421,,,,Weibliche Autorschaft; Theater,,,Toulon,0,CdS-b1-05y5-0.jpg (C01/S05/073),"C01/S05/073. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7830.",1837.0,1830
1527,CdS-b1-05xy,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7823,C01/S05/067-068,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)",http://d-nb.info/gnd/1055576428,http://viaf.org/viaf/171243712,1837-08-09,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"J'envoie à Monsieur Drais une foule de petits billets et je veux, Monsieur et Madame, qu'il y en ait un pour vous","Ermüdende Reise nach Dyck. Reisen im Alter? Lesungen in Gelehrtengesellschaften und Berichterstattung in der Presse. Wissen sie etwas darüber? Details benötigt für ihre Memoiren, an denen sie arbeitet. Grüße des SRD. Félix' Aufenthalt in Ems.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de",http://d-nb.info/gnd/1159074453; n/a,http://viaf.org/viaf/1847152636116120051820; n/a,Ems,https://www.geonames.org/2953507,Gelehrte Gesellschaft; Constance de Salm - Rezeption; CdS: Mémoires (Publikationsvorhaben),,,Toulon,0,CdS-b1-05xy-0.jpg (C01/S05/067);  (C01/S05068),"C01/S05/067-068. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7823.",1837.0,1830
1528,CdS-b1-05xk,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7809,C01/S05/052,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Boucharlat, Jean-Louis",http://d-nb.info/gnd/117622192,http://viaf.org/viaf/2807366,1837-07-18,,,,,,Abschrift,vollständig,,1,"Je suis ici depuis deux jours, Monsieur, et je vais vous l'apprendre moi-même","Ankunft in Dyck. Langsame Besserung nach ermüdender Reise. Erinnerung an sein Versprechen, von literarischen Neuigkeiten und der „société“ zu schreiben. Wohlergehen des SRD und Félix'.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de",http://d-nb.info/gnd/1159074453; n/a,http://viaf.org/viaf/1847152636116120051820; n/a,,,,,,Toulon,0,CdS-b1-05xk-0.jpg (C01/S05/052),"C01/S05/052. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7809.",1837.0,1830
1529,CdS-b1-05xm,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7811,C01/S05/053,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Berville, Saint-Albin",http://d-nb.info/gnd/123728851,http://viaf.org/viaf/46869684,1837-07-19,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"J'annonce mon arrivée ici à tous mes amis, Monsieur, je veux aussi vous l'apprendre moi-même","Erholung nach ermüdender Reise. Sein Sommer? Bitte, ihr zu schreiben. Briefe als Ersatz für Besuche der Freunde. Haben sich im Winter wenig gesehen aufgrund der Grippe. Hoffnung, sich im kommenden Winter häufiger zu sehen. Rückkehr nach Paris Ende Oktober. Grüße des SRD.",,,,,,,,,Toulon,0,CdS-b1-05xm-0.jpg (C01/S05/053),"C01/S05/053. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7811.",1837.0,1830
1530,CdS-b1-05xr,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7816,C01/S05/058-059,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Boucharlat, Jean-Louis",http://d-nb.info/gnd/117622192,http://viaf.org/viaf/2807366,1837-08-04,,,,,,Abschrift,vollständig,,2,"Je vous ai écrit un mot à mon arrivée ici, Monsieur, et je suis étonnée et inquiète de ne pas entendre parler de vous","Bitte um Details einer Lesung in der Société d'encouragement und Bitte um Neuigkeiten von ihm. Erhalt eines erfreulichen Briefs seines Schwiegersohns. Gesundheitliche Besserung der CdS. Wiederaufnahme ihrer Arbeit. Plan, im Oktober wieder in Paris zu sein. Erneute Bitte um Neuigkeiten von ihm. Grüße der Familie. P.S. Erhalt seines Briefs. Freude über seinen literarischen Erfolg. Erneuter Wechsel in die Société philotechnique ist möglich, aber aufschiebbar. Bedauern des M. de L[adoucette?].","Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,,,Gelehrte Gesellschaft; Briefpartner/Werk; Constance de Salm - Rezeption,,,Toulon,0,CdS-b1-05xr-0.jpg (C01/S05/058); CdS-b1-05xr-1.jpg (C01/S05/059),"C01/S05/058-059. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7816.",1837.0,1830
1532,CdS-b1-05yh,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7842,C01/S05/086,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,,,,1837-10-05,,,,,,Abschrift,vollständig,,1,"Je reçois ici, Monsieur, la lettre que vous m'avez adressée à Paris, il y a déjà quelque temps","Ehrung und Freude, in die „Prytanée des lettres, des sciences et des arts“ aufgenommen zu werden. Kann aufgrund der Arbeit an ihrer Edition derzeit keine Artikel für die Revue liefern. Nach Beendigung kann sie Artikel oder Fragmente ihres Werks über Deutschland beisteuern.",,,,,,CdS: Œuvres complètes (1842); CdS: Des Allemands comparés aux Français (1826?); Gelehrte Gesellschaft,,,Toulon,0,CdS-b1-05yh-0.jpg (C01/S05/086),"C01/S05/086. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7842.",1837.0,1830
1534,CdS-b1-05z0,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7861,C01/S05/103-104,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Jullien de Paris, Marc-Antoine",http://d-nb.info/gnd/118558730,http://viaf.org/viaf/76375537,1837-11-10,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,3,"Je ne sais, Monsieur, ce que vous pensez de mon long silence","Unterbrechung ihrer Korrespondenz wegen Ärger mit einer Bediensteten aus dem Elsass und deren nicht zufriedenstellenden Sprachkenntnissen. Seine Rolle in den aktuellen Wahlen? Verfolgen das Geschehen über die Zeitungen. Bitte um detaillierte Auskunft. Verschobene Parisreise aufgrund des Aufenthalts von Alexandre auf Dyck. Ihre gute Gesundheit. Besuch von Jomard und dessen Tochter in Dyck. Julliens Teilnahme am „congrès de Metz“? Wohlergehen seiner frisch verheirateten Tochter? Politische Situation um Rheinland: ruhige Lage; Versuche einiger, die Freiheit einzuschränken. Hält diese Ängste für unbegründet, denn alle sind nur mit der Eisenbahn und dem Bauen von Fabriken beschäftigt. P.S. Erhalt seiner Revue; ihre Verpflichtungen?","Francq, Alexandre de; Jomard, Edme François; Jomard, Bathilde, verh. Boselli (Tochter von Edme François Jomard); Léfèbre, Jacques",n/a; http://d-nb.info/gnd/117175048; n/a; n/a,n/a; http://viaf.org/viaf/2511766; n/a; n/a,Metz,https://www.geonames.org/2994160,Frankreich - Politik; Deutschland - Politik,,,Toulon,0,CdS-b1-05z0-0.jpg (C01/S05/103); CdS-b1-05z0-1.jpg (C01/S05/104),"C01/S05/103-104. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7861.",1837.0,1830
1535,CdS-b1-05zh,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7878,C01/S05/125-127,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Boucharlat, Jean-Louis",http://d-nb.info/gnd/117622192,http://viaf.org/viaf/2807366,1837-12-29,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"J'ai chargé Monsieur Drais il y a quelques temps, Monsieur, de vous donner de mes nouvelles","Durch schlechtes Wetter beeinträchtigt Gesundheit der CdS. Fertigstellung der „Éloge de Mentelle“. Plan, diese, neben einer Reihe von Gedichten, in die Edition ihrer Werke einzufügen. Ihre Anteilnahme am Tod der Mme d'Hautpoul. Affäre um den Erzbischof von Köln. Ungerechte Behandlung desselben. Konflikte um den Erlass über gemischte Ehen im Rheinland/Preußen. Sie hat Deutschland nie gemocht. Gerichtliche Entscheidung des SRD verzögert Abreise. Reise nach Aachen zu Beginn des Jahres und baldige Weiterreise nach Paris. Einstellung ihrer Korrespondenz, da sie mit früherer Abreise gerechnet hat. Bitte um seine Neuigkeiten und die der Pariser Freunde. Tod einer jungen Frau, die traurige Erinnerungen geweckt hat. Tod des Leroy de Bacre. Brief seines Schwiegersohns. Erneute Bitte, zu schreiben. Grüße. P.S. Verärgerung über seine Abwesenheit bei einer literarischen Sitzung. Wünsche für das neue Jahr.","Leroy de Bacre, Alexandre Joseph; Beaufort d'Hautpoul, Anne-Marie, comtesse de, geb. de Montgeroult",http://d-nb.info/gnd/1157583768; http://d-nb.info/gnd/1055091041,http://viaf.org/viaf/273152636134320051723; http://viaf.org/viaf/5267001,Köln,https://www.geonames.org/2886242,CdS: Œuvres complètes (1842); Religion/Kirche; CdS: Notice sur la vie et les œuvres de Mentelle (1839),,,Toulon,0,CdS-b1-05zh-0.jpg (C01/S05/125); CdS-b1-05zh-1.jpg (C01/S05/126); CdS-b1-05zh-2.jpg (C01/S05/127),"C01/S05/125-127. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7878.",1837.0,1830
